Key,Id,Portuguese(pt),English(en),Spanish(es)
Costumer7_0,108,"Guedes{} Olá mocinha, você era amiga daquele jornalista, não é?","Guedes{} Hello young lady, you were friends with that journalist, weren't you?","Guedes{} Hola señorita, usted era amiga de ese periodista, ¿no?"
Costumer7_1,109,"Guedes{} Sinto muito, isso não teria acontecido se ele tivesse escutado a polícia e respeitado o toque de recolher.","Guedes{} I'm sorry, this wouldn't have happened if he had listened to the police and respected the curfew.","Guedes{} Lo siento, esto no habría sucedido si hubiera escuchado a la policía y respetado el toque de queda."
Costumer7_2,110,Ana{} Nada disso teria acontecido se a cidade estivesse segura…,Ana{} None of this would have happened if the city had been safe...,Ana{} Nada de esto hubiera pasado si la ciudad hubiera estado segura...
Costumer7_3,111,Guedes{} O que você está insinuando? A polícia tem feito tudo que está ao alcance para manter a segurança da cidade.,Guedes{} What are you insinuating? The police have done everything in their power to keep the city safe.,Guedes{} ¿Qué estás insinuando? La policía ha hecho todo lo posible para mantener segura la ciudad.
Costumer7_4,112,Ana{} Então por que não deixaram o Mauro publicar a foto da criatura no jornal?,Ana{} So why didn't they let Mauro publish the photo of the creature in the newspaper?,Ana{} Entonces ¿por qué no dejaron que Mauro publicara la foto de la criatura en el periódico?
Costumer7_5,113,Ana{}  A população precisa saber a verdade sobre o que está acontecendo.,Ana{} The population needs to know the truth about what is happening.,Ana{} La población necesita saber la verdad sobre lo que está pasando.
Costumer7_6,114,"Guedes{} Esse jornal só quer fazer sensacionalismo para vender mais. Além disso, já pensou se essa história de monstro começa a correr por aí?","Guedes{} This newspaper just wants to create sensationalism to sell more. Besides, have you ever wondered if this monster story is starting to spread?","Guedes{} Este periódico sólo quiere crear sensacionalismo para vender más. Además, ¿alguna vez te has preguntado si esta historia de monstruos está empezando a difundirse?"
Costumer7_7,115,"Guedes{} Esse ano tem eleição e nosso Prefeito iria ficar com a reputação manchada. Ele me passou a missão de resolver essa questão sem criar alarde, e nós vamos conseguir!","Guedes{} This year there is an election and our Mayor would have his reputation tarnished. He gave me the mission of resolving this issue without creating a fuss, and we will do it!","Guedes{} Este año hay elecciones y nuestro alcalde vería su reputación empañada. Él me dio la misión de resolver este problema sin crear escándalo, ¡y lo haremos!"
Costumer7_8,116,"Ana{} Agora tudo faz sentido, esse Prefeito está mais preocupado em fazer obras para se reeleger do que na vida da população.","Ana{} Now everything makes sense, this Mayor is more concerned with carrying out works to get re-elected than with the lives of the population.","Ana{} Ahora todo tiene sentido, esta Alcaldesa está más preocupada por hacer obras para conseguir la reelección que por la vida de la población."
Costumer7_9,117,Ana{} Mas você deveria avisá-lo que se todo mundo da cidade morrer não vai sobrar ninguém pra votar nele.,"Ana{} But you should warn him that if everyone in the city dies, there won't be anyone left to vote for him.","Ana{} Pero deberías advertirle que si todos en la ciudad mueren, no quedará nadie para votar por él."
Costumer7_10,118,"Guedes{} Espero que seu estômago seja tão forte quanto sua opinião. Toma aqui, essa é a foto do último ataque, preciso dela ainda hoje para anexar na ficha do inquérito.","Guedes{} I hope your stomach is as strong as your opinion. Here, this is the photo of the last attack, I need it today to attach to the investigation file.","Guedes{} Espero que tu estómago esté tan fuerte como tu opinión. Toma, esta es la foto del último ataque, la necesito hoy para adjuntarla al expediente de investigación."
Costumer7_11,119,"Ana{} Aqui está a sua foto, o ataque foi esta madrugada? Eu vi que foi na rua da frente, mas não ouvi nada.","Ana{} Here is your photo, the attack was this morning? I saw it was on the front street, but I didn't hear anything.","Ana{} Aquí está tu foto, ¿el ataque fue esta mañana? Vi que estaba en la calle principal, pero no escuché nada."
Costumer7_12,120,"Guedes{} Foi sim, os ataques começaram a se espalhar pela cidade, então se não quiser ter a mesma sorte do seu amigo, não tente dar uma de heroi e não saia de casa durante a noite.","Guedes{} Yes, it was, the attacks started to spread throughout the city, so if you don't want to have the same luck as your friend, don't try to act like a hero and don't leave the house at night.","Guedes{} Sí, así fue, los ataques comenzaron a extenderse por toda la ciudad, así que si no quieres tener la misma suerte que tu amigo, no intentes actuar como un héroe y no salgas de casa en noche."
Costumer8_0,121,"Mauro{} Olá, Ana, muito obrigado pela ajuda. Graças a você agora todos sabem que realmente tem uma criatura atacando a cidade.","Mauro{} Hello, Ana, thank you very much for your help. Thanks to you, everyone now knows that there really is a creature attacking the city.","Mauro{} Hola Ana, muchas gracias por tu ayuda. Gracias a ti, ahora todo el mundo sabe que realmente hay una criatura atacando la ciudad."
Costumer8_1,122,"Ana{} Eu só revelei uma foto, quem se arriscou para tirar foi você e ainda foi preso por isso. O que eles fizeram com você?","Ana{} I only revealed one photo, you were the one who took the risk to take it and you were still arrested for it. What did they do to you?","Ana{} Solo revelé una foto, tú fuiste quien se arriesgó a tomarla y aun así fuiste arrestada por ello. ¿Que te hicieron?"
Costumer8_2,123,"Mauro{} Nada, só me seguraram lá pelo maior tempo que conseguiram para evitar que eu publicasse algo no jornal, mal sabiam eles que a foto já estava indo para redação.","Mauro{} Nothing, they just held me there for as long as they could to prevent me from publishing something in the newspaper, little did they know that the photo was already going to be written.","Mauro{} Nada, solo me retuvieron ahí todo el tiempo que pudieron para evitar que publicara algo en el periódico, no sabían que la foto ya iba a estar escrita."
Costumer8_3,124,"Ana{} Pera, então não foi você que deixou o bilhete?","Ana{} Wait, so you weren't the one who left the note?","Ana{} Espera, ¿entonces no fuiste tú quien dejó la nota?"
Costumer8_4,125,"Mauro{} Não, eu pedi para fazer uma ligação para meu advogado, mas na verdade liguei para a editora chefe do jornal,","Mauro{} No, I asked to make a call to my lawyer, but I actually called the editor-in-chief of the newspaper,","Mauro{} No, pedí llamar a mi abogado, pero en realidad llamé al editor jefe del periódico,"
Costumer8_5,126,"Mauro{} falei que você tinha uma cópia da foto, foi ela que deixou o bilhete e foi buscá-la.","Mauro{} I said you had a copy of the photo, she was the one who left the note and went to get it.","Mauro{} dije que tenías una copia de la foto, ella fue quien dejó la nota y fue a buscarla."
Costumer8_6,127,"Ana{} Entendi, e como a notícia repercutiu na cidade?","Ana{} I understand, and how did the news affect the city?","Ana{} Entiendo, ¿y cómo afectó la noticia a la ciudad?"
Costumer8_7,128,Mauro{} Foi uma bomba! Essa foi a nossa edição mais vendida de todos os tempos! ,Mauro{} It was a bomb! This was our best-selling issue of all time!,Mauro{} ¡Fue una bomba! ¡Este fue nuestro número más vendido de todos los tiempos!
Costumer8_8,129,"Mauro{} Duas equipes da TV já vieram gravar matérias, nem a polícia nem o Prefeito quiseram dar entrevistas, mas eles não passaram pano para eles não.","Mauro{} Two TV teams have already come to record stories, neither the police nor the Mayor wanted to give interviews, but they didn't let them down.","Mauro{} Ya vinieron dos equipos de televisión a grabar historias, ni la policía ni el alcalde quisieron dar entrevistas, pero no los defraudaron."
Costumer8_9,130,"Mauro{} Falaram da falta de investimentos em segurança e da pouca transparência nas contas da Prefeitura, além da ação precária da Polícia diante da gravidade do caso. ","Mauro{} They spoke about the lack of investment in security and the lack of transparency in City Hall's accounts, in addition to the precarious action of the Police given the seriousness of the case.","Mauro{} Hablaron de la falta de inversión en seguridad y la falta de transparencia en las cuentas del Ayuntamiento, además del precario actuar de la Policía ante la gravedad del caso."
Costumer8_10,131,"Mauro{} A população está uma fera! Mas vou poupar detalhes, você vai ver quando revelar essas fotos.","Mauro{} The population is crazy! But I'll spare you details, you'll see when I develop these photos.","Mauro{} ¡La población está loca! Pero te ahorraré detalles, ya verás cuando revele estas fotos."
Costumer8_11,132,"Ana{} Pode passar essas fotos para cá, porque agora eu fiquei curiosa!","Ana{} Can you send these photos here, because now I'm curious!","Ana{} ¿Puedes enviar estas fotos aquí, porque ahora tengo curiosidad?"
Costumer8_12,133,"Ana{} Essa casa na foto, é de quem eu acho que é?","Ana{} That house in the photo, who do I think it belongs to?","Ana{} Esa casa de la foto, ¿a quién creo que pertenece?"
Costumer8_13,134,Mauro{} Exatamente!,Mauro{} Exactly!,Mauro{} ¡Exactamente!
Costumer9_0,135,"Tainá{} Olá Ana, bom dia!","Tainá{} Hello Ana, good morning!","Tainá{} Hola Ana, ¡buenos días!"
Costumer9_1,136,"Ana{} Tainá? Nossa, quanto tempo! Quase não te reconheci!","Ana{} Taina? Wow, how long! I almost didn't recognize you!","¿Ana{} Taína? ¡Guau, cuánto tiempo! ¡Casi no te reconocí!"
Costumer9_2,137,"Tainá{} Sim! Já faz quatro anos que eu me mudei, o tempo passa muito rápido!","Taina{} Yes! It's been four years since I moved, time passes so quickly!","Taina{} ¡Sí! Han pasado cuatro años desde que me mudé, ¡el tiempo pasa tan rápido!"
Costumer9_3,138,Ana{} Veio visitar a família?,Ana{} Came to visit the family?,Ana{} ¿Vino a visitar a la familia?
Costumer9_4,139,"Tainá{} Na verdade, vim buscá-los para ir embora comigo.","Tainá{} Actually, I came to pick you up to go away with me.",Tainá{} En realidad vine a recogerte para irte conmigo.
Costumer9_5,140,"Tainá{} Minha mãe me escreveu dizendo que estava com medo das mortes que vem acontecendo na cidade, mas nem todos querem se mudar.","Tainá{} My mother wrote to me saying that she was scared of the deaths that have been happening in the city, but not everyone wants to move.","Tainá{} Mi mamá me escribió diciendo que tenía miedo de las muertes que han estado pasando en la ciudad, pero no todos quieren mudarse."
Costumer9_6,141,Tainá{} Meu avô diz que é um bicho do mato gigante que tem uma boca enorme que vai até a barriga.,Tainá{} My grandfather says it's a giant wild animal that has a huge mouth that goes all the way down to its belly.,Tainá{} Mi abuelo dice que es un animal salvaje gigante que tiene una boca enorme que le llega hasta el vientre.
Costumer9_7,142,Ana{} E seu avô tem alguma ideia do porque esse bicho viria para a cidade?,Ana{} And does your grandfather have any idea why this animal would come to the city?,Ana{} ¿Y tu abuelo tiene alguna idea de por qué este animal vino a la ciudad?
Costumer9_8,143,"Tainá{} Ele diz que é pelas obras que estão sendo feitas, estão desmatando a mata, então ele vem se vingar dos que estão acabando com a floresta.","Tainá{} He says it's because of the works that are being done, they are deforesting the forest, so he comes to take revenge on those who are destroying the forest.","Tainá{} Dice que es por las obras que se están haciendo, están deforestando el bosque, entonces viene a vengarse de los que están destruyendo el bosque."
Costumer9_9,144,"Ana{} Eu não sou de acreditar em misticismos, mas dessa vez vou ter que dar o braço a torcer, talvez seu avô realmente tenha razão.","Ana{} I'm not one to believe in mysticism, but this time I'm going to have to stand my ground, maybe your grandfather really is right.","Ana{} No soy de creer en el misticismo, pero esta vez voy a tener que mantenerme firme, tal vez tu abuelo realmente tenga razón."
Costumer9_10,145,"Tainá{} Voltei para buscar a foto, ela já está pronta?","Tainá{} I went back to get the photo, is it ready yet?","Tainá{} Volví a buscar la foto, ¿ya está lista?"
Costumer9_11,146,"Ana{} Sim, aqui está.","Ana{} Yes, here it is.","Ana{} Sí, aquí está."
Costumer9_12,147,"Tainá{} Muito obrigada pela foto, Ana. Se cuida!","Tainá{} Thank you very much for the photo, Ana. Take care!","Tainá{} Muchas gracias por la foto, Ana ¡Cuídate!"
Costumer10_0,148,"Guedes{} Você e seu amiguinho jornalista estão satisfeitos? Acabaram com a carreira do Prefeito, e eu acho bom que isso não respingue sobre a minha.","Guedes{} Are you and your little journalist friend satisfied? They ended the Mayor's career, and I think it's good that this doesn't affect mine.",Guedes{} ¿Estáis satisfechos tú y tu amiguito periodista? Terminaron con la carrera del alcalde y creo que es bueno que esto no afecte la mía.
Costumer10_1,149,Ana{} Isso é uma ameaça?,Ana{} Is this a threat?,Ana{} ¿Es esto una amenaza?
Costumer10_2,150,"Guedes{} Não, eu só vim lembrá-la que o Prefeito estava trazendo o progresso para esse fim de mundo, e vocês acabaram com tudo.","Guedes{} No, I just came to remind you that the Mayor was bringing progress to this end of the world, and you ended it all.","Guedes{} No, sólo vine a recordarte que el alcalde estaba trayendo progreso a este fin del mundo, y tú acabaste con todo."
Costumer10_3,151,Ana{} É sério isso? Tem uma criatura solta que matou uma dúzia de pessoas na cidade e o capitão da polícia vem até a minha loja para chorar pelo Prefeito ao invés de estar atrás dela.,Ana{} Is this serious? There's a creature loose that killed a dozen people in the city and the police captain comes to my store to cry for the Mayor instead of being after her.,Ana{} ¿Esto es serio? Hay una criatura suelta que mató a una docena de personas en la ciudad y el capitán de la policía viene a mi tienda a llorar por la alcaldesa en lugar de perseguirla.
Costumer10_4,152,"Guedes{} Você não me venha querer me dizer como fazer o meu trabalho! Mas não se preocupe, isso agora está nas mãos do exército.","Guedes{} Don't tell me how to do my job! But don't worry, this is now in the hands of the army.","Guedes{} ¡No me digas cómo hacer mi trabajo! Pero no te preocupes, esto ahora está en manos del ejército."
Costumer10_5,153,"Guedes{} Aliás, eu nem sei mesmo o que eu vim fazer aqui, não vamos mais precisar dos seus serviços, nosso departamento está montando um laboratório próprio.","Guedes{} In fact, I don't even know what I came here to do, we won't need your services anymore, our department is setting up its own laboratory.","Guedes{} De hecho, ni siquiera sé para qué vine aquí, ya no necesitaremos sus servicios, nuestro departamento está montando su propio laboratorio."
Costumer10_6,154,"Ana{} Infelizmente não posso dizer o mesmo, quando o exército for embora nós ainda vamos precisar de vocês para garantir a segurança pública.","Ana{} Unfortunately I can't say the same, when the army leaves we will still need you to guarantee public safety.","Ana{} Lamentablemente no puedo decir lo mismo, cuando el ejército se vaya todavía te necesitaremos para garantizar la seguridad pública."
Costumer10_7,155,Guedes{} Hunf!,Guedes{} Humph!,Guedes{} ¡Humph!
ManPrin_Jornal_0,156,Prefeitura começa obras de ampliação da Cidade,City Hall begins city expansion works,Ayuntamiento inicia obras de ampliación de la ciudad
MatPrin_Jornal_0,157,"Prefeito diz que ""O progresso não pode parar!""","Mayor says ""Progress cannot stop!""","El alcalde dice ""¡El progreso no puede detenerse!"""
ManSec_Jornal_0,158,ET de Varginha,ET of Varginha,ET de Varginha
MatSec_Jornal_0,159,"Exclusivo! Novas e chocantes provas indicam que a captura de um ser extraterrestre em Varginha, não foi apenas um caso de ficção científica. Testemunhas, documentos confidenciais e evidências materiais corroboram a história que vem sendo silenciada pelos militares. Testemunhas que presenciaram a captura da criatura alienígena decidem contar tudo. Em relatos emocionantes e detalhados, descrevem a criatura de pele marrom, olhos grandes e avermelhados, e a forma brutal como foi levada pelos militares. Leia a matéria completa!","Exclusive! New and shocking evidence indicates that the capture of an extraterrestrial being in Varginha was not just a case of science fiction. Witnesses, confidential documents and material evidence corroborate the story that has been silenced by the military. Witnesses who witnessed the capture of the alien creature decide to tell everything. In emotional and detailed accounts, they describe the creature with brown skin, large, reddish eyes, and the brutal way in which it was taken by the military. Read the full article!","¡Exclusivo! Nuevas e impactantes evidencias indican que la captura de un ser extraterrestre en Varginha no fue sólo un caso de ciencia ficción. Testigos, documentos confidenciales y pruebas materiales corroboran la historia silenciada por los militares. Los testigos que presenciaron la captura de la criatura alienígena deciden contarlo todo. En relatos emotivos y detallados, describen a la criatura de piel morena, ojos grandes y rojizos y la forma brutal en que fue capturada por los militares. ¡Lee el artículo completo!"
ManPrin_Jornal_1,160,Protestos contra as obras da prefeitura,Protests against city hall works,Protestas contra obras del ayuntamiento
MatPrin_Jornal_1,161,Manifestantes dizem que o território faz parte de reserva indígena.,Protesters say the territory is part of an indigenous reserve.,Los manifestantes dicen que el territorio es parte de una reserva indígena.
ManSec_Jornal_1,162,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
MatSec_Jornal_1,163,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
ManPrin_Jornal_2,164,Morte na Rua Triunfo,Death on Rua Triunfo,Muerte en la Rua Triunfo
MatPrin_Jornal_2,165,Cachorro raivoso teria atacado jovem até a sua morte.,A rabid dog allegedly attacked a young man until he died.,Un perro rabioso presuntamente atacó a un joven hasta causarle la muerte.
ManSec_Jornal_2,166,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
MatSec_Jornal_2,167,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
ManPrin_Jornal_3,168,Nova morte na Rua Triunfo,New death on Rua Triunfo,Nueva muerte en la Rua Triunfo
MatPrin_Jornal_3,169,Centro de zoonose amplia buscas no bairro.,Zoonosis center expands searches in the neighborhood.,Centro de zoonosis amplía búsquedas en el barrio.
ManSec_Jornal_3,170,Novo toque de recolher ,New curfew,Nuevo toque de queda
MatSec_Jornal_3,171,"Diante da crescente onda de insegurança na cidade, o Prefeito decretou toque de recolher. A medida, que visa garantir a segurança da população, tem gerado controvérsias entre os moradores e comerciantes. De acordo com o decreto, a circulação de pessoas nas ruas fica proibida após as 20h, exceto para funcionários de órgãos essenciais, como saúde, segurança. A medida visa garantir a segurança da população durante a noite. Em entrevista à nossa equipe, alguns donos de comércios se mostraram apreensivos com o toque de recolher.","Faced with the growing wave of insecurity in the city, the Mayor decreed a curfew. The measure, which aims to guarantee the safety of the population, has generated controversy among residents and traders. According to the decree, the movement of people on the streets is prohibited after 8 pm, except for employees of essential bodies, such as health and security. The measure aims to ensure the safety of the population at night. In an interview with our team, some business owners expressed apprehension about the curfew.","Ante la creciente ola de inseguridad en la ciudad, el Alcalde decretó toque de queda. La medida, que pretende garantizar la seguridad de la población, ha generado polémica entre vecinos y comerciantes. Según el decreto, la circulación de personas en las calles está prohibida después de las 20.00 horas, excepto para los empleados de organismos esenciales, como los de salud y seguridad. La medida tiene como objetivo garantizar la seguridad de la población durante la noche. En una entrevista con nuestro equipo, algunos dueños de negocios expresaron su aprensión por el toque de queda."
ManPrin_Jornal_4,172,Morre Jornalista Mauro Fontana,Journalist Mauro Fontana dies,Muere el periodista Mauro Fontana
MatPrin_Jornal_4,173,Laudo diz que mordidas são incompatíveis com as de um cachorro.,Report says that bites are incompatible with those of a dog.,Informe dice que las mordeduras son incompatibles con las de un perro.
ManSec_Jornal_4,174,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
MatSec_Jornal_4,175,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
ManPrin_Jornal_5,176,Mortes se espalham pela cidade,Deaths spread across the city,Muertes repartidas por la ciudad
MatPrin_Jornal_5,177,Quatro corpos encontrados em diferentes bairros.,Four bodies found in different neighborhoods.,Cuatro cadáveres encontrados en distintos barrios.
ManSec_Jornal_5,178,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
MatSec_Jornal_5,179,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
ManPrin_Jornal_6,180,Duas mortes na última noite,Two deaths last night,Dos muertes anoche
MatPrin_Jornal_6,181,"Entre elas Ana Rizzo, técnica do laboratório Foto Rizzo. ","Among them Ana Rizzo, technician at the Foto Rizzo laboratory.","Entre ellos Ana Rizzo, técnica del laboratorio Foto Rizzo."
ManSec_Jornal_6,182,Calamidade Pública!,Public calamity!,¡Calamidad pública!
MatSec_Jornal_6,183,"Governo decreta estado de calamidade pública e o Exército será enviado à cidade amanhã para auxiliar na busca pela criatura. Uma equipe de especialistas também está sendo formada para investigar os crimes e tentar identificar a origem dos ataques. Enquanto isso a cidade continua em estado de choque após a série de ataques brutais que resultaram na morte de x pessoas. As vítimas foram encontradas nos arredores da Rua Triunfo, no centro velho. A população local está em pânico e teme o pior. Muitos moradores já estão planejando deixar a cidade até que a situação se normalize.","Government declares a state of public calamity and the Army will be sent to the city tomorrow to assist in the search for the creature. A team of experts is also being formed to investigate the crimes and try to identify the origin of the attacks. Meanwhile, the city remains in a state of shock after the series of brutal attacks that resulted in the deaths of x people. The victims were found on the outskirts of Rua Triunfo, in the old center. The local population is in panic and fears the worst. Many residents are already planning to leave the city until the situation normalizes.","El gobierno declara estado de calamidad pública y mañana el Ejército será enviado a la ciudad para ayudar en la búsqueda de la criatura. También se está formando un equipo de expertos para investigar los crímenes e intentar identificar el origen de las agresiones. Mientras tanto, la ciudad permanece en estado de shock luego de la serie de brutales ataques que resultaron en la muerte de x personas. Las víctimas fueron encontradas en las afueras de Rua Triunfo, en el casco antiguo. La población local está presa del pánico y teme lo peor. Muchos residentes ya están planeando abandonar la ciudad hasta que la situación se normalice."
ManPrin_Jornal_7,184,Revelada a imagem da criatura,Image of creature revealed,Imagen de criatura revelada
MatPrin_Jornal_7,185,Polícia e Prefeitura vinham tentando omitir o caso,Police and City Hall had been trying to hide the case,La policía y el Ayuntamiento habían estado tratando de ocultar el caso.
ManSec_Jornal_7,186,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
MatSec_Jornal_7,187,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
ManPrin_Jornal_8,188,População incendeia a casa do prefeito,People set fire to the mayor's house,La gente prendió fuego a la casa del alcalde
MatPrin_Jornal_8,189,Polícia intervém e prende 10 manifestantes.,Police intervene and arrest 10 protesters.,La policía interviene y arresta a 10 manifestantes.
ManSec_Jornal_8,190,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
MatSec_Jornal_8,191,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum
ManPrin_Jornal_9,192,Ministério Público investiga ações do Prefeito,Public Ministry investigates actions of the Mayor,Ministerio Público investiga acciones del Alcalde
MatPrin_Jornal_9,193,Denúncias indicam que ele e oficiais da polícia sabiam do real motivo dos ataques,Reports indicate that he and police officers knew the real reason for the attacks,Los informes indican que él y los agentes de policía conocían el verdadero motivo de los ataques.
ManSec_Jornal_9,194,Obras Paralizadas!,Works Paralyzed!,¡Trabajas paralizadas!
MatSec_Jornal_9,195,"As obras da Prefeitura foram interrompidas por tempo indeterminado, em meio a um clima de tensão na cidade. A decisão foi tomada após uma série de ataques violentos, o descaso das autoridades locais em relação à segurança pública e as manifestações populares contrárias à continuação das obras. Em entrevista à nossa equipe, um dos moradores da cidade expressou sua indignação com a situação. ""As pessoas estão morrendo nas ruas, e a prefeitura só se preocupa com seus projetos milionários. Isso é um crime contra a população!"".","City Hall works were interrupted for an indefinite period of time, amid a climate of tension in the city. The decision was taken after a series of violent attacks, the local authorities' disregard for public safety and popular demonstrations against the continuation of the works. In an interview with our team, one of the city's residents expressed his indignation with the situation. ""People are dying in the streets, and the city hall only cares about its million-dollar projects. This is a crime against the population!""","Las obras del Ayuntamiento fueron interrumpidas por tiempo indefinido, en medio de un clima de tensión en la ciudad. La decisión se tomó después de una serie de ataques violentos, el desprecio de las autoridades locales por la seguridad pública y manifestaciones populares contra la continuación de las obras. En una entrevista con nuestro equipo, uno de los vecinos de la ciudad expresó su indignación por la situación. ""La gente está muriendo en las calles y el ayuntamiento sólo se preocupa por sus proyectos millonarios. ¡Esto es un crimen contra la población!"""
ManPrin_Jornal_10,196,Segunda semana sem mortes na cidade,Second week without deaths in the city,Segunda semana sin muertes en la ciudad
MatPrin_Jornal_10,197,"Forças Armadas encerraram as buscas, sem encontrar paradeiro da criatura. ",The Armed Forces ended the search without finding the creature's whereabouts.,Las Fuerzas Armadas finalizaron la búsqueda sin dar con el paradero de la criatura.
ManSec_Jornal_10,198,Estamos mesmo seguros?,Are we really safe?,¿Estamos realmente a salvo?
MatSec_Jornal_10,199,Lorem Ipsum,Lorem Ipsum,Lorem Ipsum